Date,Port_Ret_KRW,MV_KRW,PnL_KRW
2025-01-01,,0.0,0.0
2025-01-02,0.005287553345982522,3001353901.3839846,21433552.092333984
2025-01-03,0.013650420319456716,3859801542.87926,40920512.15670171
2025-01-04,0.0,3859801542.87926,0.0
2025-01-06,0.0036056423030847236,4348150120.072266,13860341.350048862
2025-01-07,0.0005145078937745899,4332511908.390406,2227965.2710202765
2025-01-08,-0.001814177214816089,4538639906.855884,-7817502.69829081
2025-01-09,0.0,4557677404.314697,0.0
2025-01-10,-0.013526683602665329,4487577676.202344,-61534399.72412135
2025-01-11,0.0,4487577676.202344,0.0
2025-01-13,-0.0033085600999092236,3940264532.1000004,-15021072.299999857
2025-01-14,-0.008256600879195572,4261772243.0616455,-32237967.987695314
2025-01-15,0.017714513992844842,4341875386.017285,75575430.26386727
2025-01-16,0.002631692779198711,4284087421.8594236,11244809.05078106
2025-01-17,0.005077335550534306,11010107464.67097,21995416.059106648
2025-01-18,0.0,11010107464.67097,0.0
2025-01-20,0.0,11040865785.675365,0.0
2025-01-21,0.006151984525316393,10942238932.55962,66904886.75742164
2025-01-22,0.013514074800895094,10933953791.29453,146870917.08183616
2025-01-23,-0.010276059363607279,11335288112.221094,-113031726.66650414
2025-01-24,-0.00552331490406226,11269458189.46582,-62590473.272461146
2025-01-25,0.0,11269458189.46582,0.0
2025-01-27,-0.02696671371506666,11374361677.37085,-302565050.6108398
2025-01-28,0.018519866620872863,11506218394.049927,209218923.41228056
2025-01-29,0.0038773080043184647,11757259037.361914,45410444.2952633
2025-01-30,0.009308496665144848,11867194251.036572,109446951.52709979
2025-01-31,-0.008123908406058438,12270226319.717432,-96297123.64306654
2025-02-01,0.0,12270226319.717432,0.0
2025-02-03,-0.007098852158998248,12310897234.956837,-88018066.65810564
2025-02-04,0.014291071031819284,12020033071.63877,176210058.01699266
2025-02-05,0.003509697606518745,11889207227.967823,41929637.19626476
2025-02-06,0.0037156089729249876,12131059985.46106,43984643.96022922
2025-02-07,-0.0010779309923727729,12103380507.287329,-13060687.481103094
2025-02-08,0.0,12103380507.287329,0.0
2025-02-10,0.02516454208332664,12480830388.037304,306364850.3647704
2025-02-11,0.010520642157902861,14133698901.52207,131540787.31816396
2025-02-12,0.007605444946403511,14217084802.9,107311107.04999958
2025-02-13,0.016069707912510896,14459190651.868383,228680147.2550543
2025-02-14,-0.003161420085735345,12596481108.827831,-45290383.90058639
2025-02-15,0.0,12596481108.827831,0.0
2025-02-17,0.0,12542723946.96958,0.0
2025-02-18,0.00877846868265018,13101483929.434912,110773805.04824251
2025-02-19,0.002780925612361443,13127045940.97815,36404101.1745601
2025-02-20,0.017807661790353632,13590196426.603039,233744751.0749637
2025-02-21,-0.010804261090964665,14438675751.346302,-145988789.52852818
2025-02-22,0.0,14438675751.346302,0.0
2025-02-24,-0.03622701381522047,13100557195.994995,-523973503.0592164
2025-02-25,-0.0050594131083099856,12628884766.650513,-66023929.85815448
2025-02-26,0.009407853061827034,8973041732.041773,118881767.9792728
2025-02-27,-0.02585873121165515,8771121601.814356,-232830784.60290495
2025-02-28,-0.00215026859014558,9688896705.271692,-19062686.21584483
2025-03-01,0.0,9688896705.271692,0.0
2025-03-03,-0.016225104796647006,9052158202.547998,-158278270.42695308
2025-03-04,0.0001115265030216407,9041692891.327045,1008275.9400756537
2025-03-05,0.03299638526855367,9308253295.576044,297327963.8711059
2025-03-06,-0.01743598479649486,9738124467.203075,-161207756.88483894
2025-03-07,-0.002644967617564482,9735403834.629297,-25818115.967187297
2025-03-08,0.0,9735403834.629297,0.0
2025-03-10,-0.038222068131282726,11472065243.057873,-372145815.7617432
2025-03-11,0.00604342273977217,11628252603.80014,69852299.23599254
2025-03-12,0.0026753791656888427,12504070390.889807,30962561.549407776
2025-03-13,-0.015061820370782047,13284597537.848816,-188017315.34613025
2025-03-14,0.020421297824861635,13597796473.223145,272127455.72192377
2025-03-15,0.0,13597796473.223145,0.0
2025-03-17,0.009374156031762282,15137220056.968586,127052002.20922227
2025-03-18,-0.0026299386880952167,15017161002.206043,-39598353.948089376
2025-03-19,0.003116465391048885,15470597978.488012,47007516.13513143
2025-03-20,-0.00522987244669967,15382441066.740398,-80871150.49965817
2025-03-21,-0.00876214969014086,15857949106.681818,-136509645.84753406
2025-03-22,0.0,15857949106.681818,0.0
2025-03-24,0.01903337124538284,16136440241.575653,301394307.9425291
2025-03-25,-0.005660485092634856,16429916862.232056,-91331159.9749142
2025-03-26,-0.012987438000024273,16670406685.199621,-212947325.8501832
2025-03-27,-0.003654565314712569,16643498677.808239,-61047856.3617798
2025-03-28,-0.019151191448035617,16277522416.49541,-317820591.08397204
2025-03-29,0.0,16277522416.49541,0.0
2025-03-31,-0.011365640996471568,16190051949.449505,-186125756.70254546
2025-04-01,0.005089812106504389,15992286807.271496,82507981.76969588
2025-04-02,0.006286836209779862,16075129952.639202,100430320.09026569
2025-04-03,-0.0445884584041584,14300702917.402344,-715770362.3315427
2025-04-04,-0.04531827237537813,13530578367.63577,-642289904.7063555
2025-04-05,0.0,13530578367.63577,0.0
2025-04-07,-0.05324841190886641,12890490237.068043,-725003414.2900724
2025-04-08,-0.011271674642458436,10070293376.086548,-146141756.59130868
2025-04-09,0.06309261589608998,6313936151.381189,642920748.7310159
2025-04-10,-0.02073798334987374,5349118573.167841,-127187822.78345498
2025-04-11,0.01626444552435576,6113121631.561178,87728152.04762265
2025-04-12,0.0,6113121631.561178,0.0
2025-04-14,0.007940580262871616,8169139380.086723,47442011.712507725
2025-04-15,0.01188809894304939,8270530001.289431,97165762.76515812
2025-04-16,-0.02940384593336665,8070660260.325821,-244497621.26182246
2025-04-17,0.013439986804973339,8110614090.076422,107560928.88590077
2025-04-18,0.00024866459488606744,8112630912.643408,2016822.566986084
2025-04-19,0.0,8112630912.643408,0.0
2025-04-21,-0.025292068476667387,7907445696.074903,-205185216.5685057
2025-04-22,0.024779246074680076,7265544545.872841,197109625.10059345
2025-04-23,0.021448592961897377,7451947219.663055,156477559.21286774
2025-04-24,0.02354708454222201,8794694597.600334,175073777.63081905
2025-04-25,0.029709994101192808,9616441065.873423,261999279.61761695
2025-04-26,0.0,9616441065.873423,0.0
2025-04-28,-0.006449874888903529,7214484147.122107,-62311308.626098454
2025-04-29,0.005301907133625662,6568679286.333374,38211327.87666003
2025-04-30,0.00602337878369184,6164300958.16687,39434637.611328185
2025-05-01,9.286415519386103e-07,5169817103.623657,5695.000000037253
2025-05-02,0.034397660538060884,5390176083.024805,179243877.1060424
2025-05-03,0.0,5390176083.024805,0.0
2025-05-05,0.0005704019541847515,5257683334.528882,2997283.1923097363
2025-05-06,-0.006241051185742027,5133231880.701807,-32237961.68474125
2025-05-07,-0.0023397493373667946,5122629042.617651,-12013777.13513175
2025-05-08,0.006419800900886287,3338770737.704468,33419213.546142668
2025-05-09,-0.007160988698908505,2834260346.390039,-24015669.11545421
2025-05-10,0.0,2834260346.390039,0.0
2025-05-12,0.03561172256332755,2916860488.8831053,100302482.31347652
2025-05-13,0.01025500480594516,8167871789.650232,30348927.497717455
2025-05-14,0.018475020656677298,8317385685.022558,150876427.2306519
2025-05-15,-0.011000644908125828,8173976844.1852665,-90919186.435437
2025-05-16,-0.008620651284921326,8043718761.601538,-69945066.50518793
2025-05-17,0.0,8043718761.601538,0.0
2025-05-19,-0.0074902837731778155,7192156890.683642,-60284092.209741525
2025-05-20,0.0008855212919399282,8853546490.534521,6323903.111206135
2025-05-21,-0.014591889762756534,8748138182.352417,-129542132.50336935
2025-05-22,-0.005743475328196569,9335383733.804565,-49563741.267334126
2025-05-23,-0.005904193770333207,9994082228.810827,-55418792.46712613
2025-05-24,0.0,9994082228.810827,0.0
2025-05-26,-0.007223090874380779,10381056579.080194,-71309912.09106433
