Date,Port_Ret_KRW,MV_KRW,PnL_KRW
2025-05-27,0.008394539174604207,10491298273.251953,87336464.97070298
2025-05-28,-0.00875399121179746,10449706577.915552,-92284497.22664203
2025-05-29,0.008653623092476562,10532588129.975988,90363079.83077385
2025-05-30,-0.01771141627932725,10318931285.675867,-186058242.54428062
2025-05-31,0.0,10318931285.675867,0.0
2025-06-02,0.010068463990572134,10510391517.928905,104768639.2534177
2025-06-03,0.0059351057326089045,10526355960.797485,62106427.39315807
2025-06-04,0.0021502518402870523,10561190251.427546,22660493.006963715
2025-06-05,-0.003991587296705643,10671071386.75968,-41649486.092480324
2025-06-06,0.00629147186935566,10685636143.550085,66808058.18460077
2025-06-07,0.0,10685636143.550085,0.0
2025-06-09,0.007906425486949744,10806627154.582714,84771552.40048844
2025-06-10,-0.004276302435051935,10200485121.759998,-46029528.15194072
2025-06-11,0.0013449066331534837,10288586300.7229,13818603.230468703
2025-06-12,-0.005315981392760455,10248352430.0844,-54771213.57701437
2025-06-13,-0.0014672961039987852,10113968663.30011,-14861993.761169482
2025-06-14,0.0,10113968663.30011,0.0
2025-06-16,0.01536663077419405,10385333340.152729,157172373.0800297
2025-06-17,-0.008133147744043213,8508845751.198352,-84014120.6483644
2025-06-18,-0.005590066793851977,8602904104.108545,-48361150.625293
2025-06-19,-0.011325185696570757,7589607045.242102,-96741421.56982428
2025-06-20,0.008023387023785564,7663409370.149511,60997095.98995983
2025-06-21,0.0,7663409370.149511,0.0
2025-06-23,-0.005000080050952975,7605189781.536901,-38217649.014807336
2025-06-24,0.010041788003661824,7642217519.455859,75978567.54018562
2025-06-25,-0.0013899421874761198,8976563695.78189,-10554483.36827994
2025-06-26,-0.004175652264987405,8960970644.12439,-37574796.65136736
2025-06-27,0.0024976601637731756,8954951657.6297,22310701.47348012
2025-06-28,0.0,8954951657.6297,0.0
2025-06-30,0.004977372418418327,9738869016.632788,44928186.05197762
2025-07-01,-0.009081647527307763,9881047281.248291,-87465328.20000014
2025-07-02,-0.011527867239418614,10435303533.880932,-114513436.89262661
2025-07-03,0.0019396887897113564,10448466620.078625,20227538.44307832
2025-07-04,-6.855915146657468e-05,10577826706.601978,-717630.5938722529
2025-07-05,0.0,10577826706.601978,0.0
2025-07-07,0.017002349773718062,10797330805.383984,180510885.75805724
2025-07-08,0.0030281523921685837,12680969994.341358,32994552.404918972
2025-07-09,-0.012048468740524895,12605318123.223328,-152266002.81685746
2025-07-10,-0.0014232684550719258,13351474267.557617,-17980644.319946446
2025-07-11,-0.008305229717909571,12779114273.655518,-110858833.04138193
2025-07-12,0.0,12779114273.655518,0.0
2025-07-14,0.026639915673353387,14284059511.9823,341802009.68774366
2025-07-15,0.01185451365854733,15040843099.137817,169802462.74145567
2025-07-16,0.02329411762578835,15981360880.484436,351491216.57492054
2025-07-17,0.00280450991262936,17158800128.937744,44770071.628418185
2025-07-18,-0.008130776960808493,17101951720.117321,-140192025.1187134
2025-07-19,0.0,17101951720.117321,0.0
2025-07-21,-0.01800665417878228,17552318494.798016,-307728903.48839736
2025-07-22,-0.012575655603008419,16597253748.784948,-219335271.2479433
2025-07-23,0.006802694914104935,17835630127.40337,112713733.78002965
2025-07-24,-0.005971374594536067,18619084878.321644,-106059378.08419211
2025-07-25,-0.00411174690826959,18519067436.269897,-76460102.86668687
2025-07-26,0.0,18519067436.269897,0.0
2025-07-28,-0.003668631199700707,18596395011.408527,-68474496.74411036
2025-07-29,-0.0035404702444483045,19289753077.57883,-66102821.37453345
2025-07-30,-0.0021921413633124915,19255028816.852318,-42302472.94612995
2025-07-31,-0.00858577361336727,19135807684.038647,-165718514.00390607
2025-08-01,-0.025324295105196605,16926207963.338089,-484240216.8964386
2025-08-02,0.0,16926207963.338089,0.0
2025-08-04,0.012030342629217297,17117818876.045471,203485285.30426013
2025-08-05,-0.009124358784372236,16881332370.354542,-155449798.8890991
2025-08-06,0.015679075790787665,17182888461.348534,265252708.37926054
2025-08-07,0.007673334873930201,16204473050.680767,131643530.8049862
2025-08-08,-0.00833882151144801,16076006812.371185,-135182172.1637297
2025-08-09,0.0,16076006812.371185,0.0
2025-08-11,-0.004677982989957033,17860793792.601074,-75356768.82086167
2025-08-12,0.0022688614136817304,17926814535.69719,40581394.93022094
2025-08-13,0.012941474100658183,18072071105.660572,230891168.087287
2025-08-14,-0.0051989758374563705,17921799374.797493,-93662009.36697383
2025-08-15,0.0010297850727802676,18069835799.0225,18588892.46118149
2025-08-16,0.0,18069835799.0225,0.0
2025-08-18,-0.009631486761644695,17904229847.11741,-174121308.92729512
2025-08-19,-0.013573085346205013,16945972929.143805,-242879922.62733752
2025-08-20,0.008342150504132994,17157757979.100992,141948522.36376968
2025-08-21,-0.008158260855922842,17076231626.116337,-140458207.99457988
2025-08-22,0.019088935146312137,18294999382.9234,326571124.0049588
2025-08-23,0.0,18294999382.9234,0.0
2025-08-25,0.003926085960830893,20576014628.179596,70964732.44540389
2025-08-26,-0.0001027895480041973,20667659981.533226,-2124637.575616602
2025-08-27,0.0013469897541911564,21829951005.727318,27957290.8362307
2025-08-28,0.008081692284563272,20851482048.082478,176339702.93635264
2025-08-29,-0.0003047549099797712,20712071195.744434,-6314029.62428344
2025-08-30,0.0,20712071195.744434,0.0
2025-09-01,0.029409933522681692,22197362447.520096,611054933.601074
2025-09-02,-0.0014857822512321073,21708098205.777454,-33076106.273691602
2025-09-03,0.0064588073509158975,21221152791.27961,140285921.3334519
2025-09-04,-0.009869483188149909,20949374604.901604,-208820285.55529708
2025-09-05,0.00964402904164934,22239465384.471294,202395709.18807954
2025-09-06,0.0,22239465384.471294,0.0
2025-09-08,0.015018403830427737,22469317114.981842,332460116.44504404
2025-09-09,0.01661346336677154,23403134179.54348,373455718.92358434
2025-09-10,-0.003654932941730212,23349521840.41932,-85653961.55579866
2025-09-11,0.007916426810633745,24247305220.169777,184824361.32172263
2025-09-12,0.012506051895695681,25646144885.848644,303749322.542248
2025-09-13,0.0,25646144885.848644,0.0
2025-09-15,0.013710209723687779,24189474034.802765,352838128.79635656
2025-09-16,0.002102087013609896,23552665988.567066,50531343.65647506
2025-09-17,0.014131333207603783,19072811537.258923,331053462.6025274
2025-09-18,0.008197157253551097,19247467532.92273,156491806.99823004
2025-09-19,0.004058253342800535,20737516530.46937,78568057.91879866
2025-09-20,0.0,20737516530.46937,0.0
2025-09-22,-0.0013280588184336807,20854800721.39314,-27733230.213403404
2025-09-23,-0.0027588764519139546,20701864817.128746,-57271919.57039783
2025-09-24,0.01601477435972651,21063056208.62433,332002838.8107908
2025-09-25,0.00426795474728779,21328838591.57705,90643746.17220491
2025-09-26,-0.015109413753320242,21079766516.22777,-323388987.372449
2025-09-27,0.0,21079766516.22777,0.0
2025-09-29,0.011969519901093085,21803528293.376854,252310032.16738272
2025-09-30,0.0068888269239818,20349171349.968697,149176213.5427189
2025-10-01,0.005080074838557599,19012296085.187164,103661636.8736567
2025-10-02,0.014505865283709557,19271668700.511414,275555065.30632323
2025-10-03,-0.0024906075323698033,19273235767.996876,-48121907.05813603
2025-10-04,0.0,19273235767.996876,0.0
2025-10-06,-0.002611737969519909,19231260234.226776,-50358573.41077268
2025-10-07,-0.0025071756282739597,19233096531.139465,-48341928.546752706
2025-10-08,0.0015405226392910991,19325907905.81179,29726204.762341287
2025-10-09,-0.006163666206034655,19317155370.229393,-119802862.98820812
2025-10-10,-0.029926879390256327,21303511842.772797,-577667079.6561583
2025-10-11,0.0,21303511842.772797,0.0
2025-10-13,0.000644825924315052,21328727392.98455,13809783.815417264
2025-10-14,-0.011594421331280998,17694490493.518005,-246749466.08691365
2025-10-15,0.019144425111631086,19139864093.323273,339715705.2311642
2025-10-16,-0.0010292570149534703,17855412507.18479,-19575815.558007747
2025-10-17,-0.017803495522244986,17492735717.43249,-317076701.4103972
2025-10-18,0.0,17492735717.43249,0.0
2025-10-20,0.022819258233041956,17939853469.086685,400241055.1326903
2025-10-21,-0.0033195290802009595,17881018384.662216,-59554212.39199837
2025-10-22,-0.01852110208968999,18736547833.554817,-333541985.6850217
2025-10-23,0.009134072912692604,18903152012.35851,171099907.51881984
2025-10-24,0.014789803735056999,19250322176.685955,280559108.7757696
2025-10-25,0.0,19250322176.685955,0.0
2025-10-27,0.017299214377463526,19597823224.49889,333261819.88558316
2025-10-28,-0.0029191290488226125,19498073566.84912,-56982703.89171761
2025-10-29,-0.005151054915344076,20299345335.077553,-100106603.54031351
2025-10-30,-0.0062822245206314905,21340746219.164932,-127301428.8808141
2025-10-31,-0.006126875174339122,21203921429.92522,-130714667.08850059
2025-11-01,0.0,21203921429.92522,0.0
2025-11-03,-0.012177834155738816,22245243405.680946,-258959393.76706553
2025-11-04,-0.027441547152767164,21641548509.50738,-610634461.577734
2025-11-05,0.008172318537900156,21991569971.5242,178265115.62118822
2025-11-06,-0.002025687344123396,21937817693.252792,-44529367.192459315
2025-11-07,-0.005388504226788344,22546949054.544422,-118968196.46354991
2025-11-08,0.0,22546949054.544422,0.0
2025-11-10,0.013749232350122782,22938707054.729134,311112161.66524446
2025-11-11,-0.0031290988095286944,26260869399.169365,-71875517.88409746
2025-11-12,0.0008795991086900043,26283973387.19218,23099037.316933982
