Date,Port_Ret_USD,MV_USD,PnL_USD,Cum_Ret_USD
2025-01-01,,2539577.2,0.0,0.0
2025-01-02,0.005279650159847553,2037234.0569452313,14526.154393503462,0.005279650159847549
2025-01-03,0.013650397553817497,2622778.4969472564,27805.922263379834,0.019002117037292043
2025-01-04,0.0,2622778.4969472564,0.0,0.019002117037292043
2025-01-06,0.003605835306081943,2966716.215018296,9457.236922561002,0.022676470847877273
2025-01-07,0.0005160787156906987,2968305.6936290166,1531.0892275832712,0.023204252407519332
2025-01-08,-0.0018139821500076246,3126043.4,-5384.399999999859,0.02134817815784018
2025-01-09,0.0,3126043.4,0.0,0.02134817815784018
2025-01-10,-0.013526683602665325,3083758.4,-42285.00000000017,0.007532724503740429
2025-01-11,0.0,3083758.4,0.0,0.007532724503740429
2025-01-13,-0.0033085600999092227,2676355.6,-10202.799999999903,0.004199241932094644
2025-01-14,-0.008256600879195577,2921243.0,-22097.600000000002,-0.0040920304117293416
2025-01-15,0.017714513992844842,2972991.4,51748.40000000005,0.013549995251127767
2025-01-16,0.0026316927791987113,2980815.4,7823.999999999867,0.016217347454987152
2025-01-17,0.005077335550534307,7575831.8,15134.600000000137,0.02137702392028995
2025-01-18,0.0,7575831.8,0.0,0.02137702392028995
2025-01-20,0.0,7575831.8,0.0,0.02137702392028995
2025-01-21,0.006151984525316392,7622438.2,46606.39999999983,0.027660519565961383
2025-01-22,0.013514074800895094,7668698.4,103010.20000000017,0.04154840069730237
2025-01-23,-0.010276059363607279,7902790.4,-78804.00000000017,0.030845387501666544
2025-01-24,-0.005523314904062258,7859140.8,-43649.600000000144,0.025151703809094705
2025-01-25,0.0,7859140.8,0.0,0.025151703809094705
2025-01-27,-0.02696671371506666,7967303.6,-211935.19999999998,-0.0024932687020379207
2025-01-28,0.018519866620872863,8114857.0,147553.4000000002,0.015980422915023107
2025-01-29,0.0038773080043184647,8146320.8,31463.799999999737,0.019919691941022277
2025-01-30,0.009308496665144847,8222150.8,75830.00000000012,0.02941361099217077
2025-01-31,-0.008123908406058436,8511178.8,-66796.00000000009,0.021050749104520428
2025-02-01,0.0,8511178.8,0.0,0.021050749104520428
2025-02-03,-0.007098852158998248,8450759.2,-60419.600000000115,0.013802460789792859
2025-02-04,0.014291071031819287,8238259.6,120770.40000000031,0.028290783769173045
2025-02-05,0.003509697606518745,8198548.4,28913.800000000072,0.031899773471772974
2025-02-06,0.0037156089729249876,8401651.0,30462.599999999802,0.035733909529243935
2025-02-07,-0.0010779309923727729,8392594.6,-9056.399999999707,0.03461745984831088
2025-02-08,0.0,8392594.6,0.0,0.03461745984831088
2025-02-10,0.025164542083326646,8603790.4,211195.79999999993,0.0606531344568082
2025-02-11,0.010520642157902861,9725847.8,90517.39999999994,0.07181188653808634
2025-02-12,0.0076054449464035105,9799817.2,73969.39999999972,0.07996349283405269
2025-02-13,0.016069707912510903,9957297.4,157480.2000000004,0.09731819072007108
2025-02-14,-0.003161420085735345,8755217.2,-31479.200000000317,0.09384910695148574
2025-02-15,0.0,8755217.2,0.0,0.09384910695148574
2025-02-17,0.0,8755217.2,0.0,0.09384910695148574
2025-02-18,0.00877846868265018,9090116.89585831,76857.40000000021,0.10345142708040433
2025-02-19,0.0027817085520573537,9115593.32274836,25286.583996011992,0.10652090735189379
2025-02-20,0.01780759967537894,9437779.123116316,162324.64555561633,0.1262253887024536
2025-02-21,-0.010804072643577193,10085063.60791803,-101967.28076161802,0.11405756778987142
2025-02-22,0.0,10085063.60791803,0.0,0.11405756778987142
2025-02-24,-0.036222243973094835,9134565.708964743,-365333.2180713195,0.07370390276931404
2025-02-25,-0.005059387108883575,8839745.299007257,-46214.03217567742,0.0682716190848851
2025-02-26,0.009407406206180639,6277067.909782437,83159.44325174007,0.07832128414415096
2025-02-27,-0.02585867071322548,6114760.790879692,-162316.88465293706,0.05043732913440491
2025-02-28,-0.002150394298284226,6682672.019073167,-13148.743887263876,0.04817847469112935
2025-03-01,0.0,6682672.019073167,0.0,0.04817847469112935
2025-03-03,-0.01622514250928486,6200995.384742913,-108425.50272615878,0.03117162956410091
2025-03-04,0.00011153208246274132,6201753.096081131,691.6173002079286,0.03128663828332279
2025-03-05,0.03299644312579897,6406969.696686332,204654.34572622506,0.0653154291898348
2025-03-06,-0.01743549498835996,6748506.143300783,-111713.01787636138,0.04674112736317282
2025-03-07,-0.0026448636369651056,6730290.440300605,-17847.90572862256,0.04397263981809396
2025-03-08,0.0,6730290.440300605,0.0,0.04397263981809396
2025-03-10,-0.038227118573914844,7929809.952638515,-257287.80718387512,0.004064573927844872
2025-03-11,0.00604347316763325,7980630.388572334,47940.995494236384,0.01013261123894904
2025-03-12,0.0026754596021997916,8617370.198777875,21338.94742047927,0.012835180233183419
2025-03-13,-0.015061788072736292,9169796.003615413,-129779.671712949,-0.002419928604100452
2025-03-14,0.020419261061749554,9359735.598439645,187294.46997563532,0.017949919303731132
2025-03-15,0.0,9359735.598439645,0.0,0.017949919303731132
2025-03-17,0.009373895951951214,10446519.262203895,87679.08428848643,0.027492075931581317
2025-03-18,-0.0026255784897803707,10412405.812915917,-27410.557298892985,0.02479431483859562
2025-03-19,0.0031150077981540545,10678932.973011972,32433.00008888111,0.027986557120821764
2025-03-20,-0.005235936896002436,10631738.409326391,-55960.115037065436,0.022604084377798372
2025-03-21,-0.008763915700520408,10820517.748856973,-93162.78961193401,0.01364206838730353
2025-03-22,0.0,10820517.748856973,0.0,0.01364206838730353
2025-03-24,0.019033400540058316,11016259.581379877,205760.55795083428,0.03293512387917219
2025-03-25,-0.005664016687538757,11207535.79265096,-62339.161406622676,0.027084562100375686
2025-03-26,-0.012987398141988765,11401774.261930073,-145645.70524985742,0.013745405966888002
2025-03-27,-0.003654574687263987,11355467.811703721,-41651.62419817147,0.010040597666911344
2025-03-28,-0.019151045898701615,11134653.105079576,-217403.7621081836,-0.0093027361785597
2025-03-29,0.0,11134653.105079576,0.0,-0.0093027361785597
2025-03-31,-0.011365531605118372,11018127.64328988,-126666.51018384405,-0.02056253724162649
2025-04-01,0.00508859782324685,10866878.9865683,56051.93426445681,-0.015578573900627779
2025-04-02,0.006286896454264309,10935625.05055374,68321.61145866115,-0.009389618327381721
2025-04-03,-0.04458793811045596,9754738.269582605,-488232.1443331903,-0.05355889271697556
2025-04-04,-0.045318567354759136,9326984.224391531,-442750.37550346204,-0.09645024778469413
2025-04-05,0.0,9326984.224391531,0.0,-0.09645024778469413
2025-04-07,-0.05325025523564135,8838109.527953314,-497102.41884586465,-0.1445645027082596
2025-04-08,-0.011271053649730344,6850853.946838053,-99416.0409311306,-0.15420616209211857
2025-04-09,0.063094226654002,4248466.33897562,432618.40423522133,-0.10084145398060052
2025-04-10,-0.020769133846753687,3702685.7402643585,-88157.6002011056,-0.11951619817232984
2025-04-11,0.016263130370692,4210124.568922884,60413.993325711825,-0.10519677531392391
2025-04-12,0.0,4210124.568922884,0.0,-0.10519677531392391
2025-04-14,0.007940522872771793,5756866.059547164,33432.77972544907,-0.09809156984167411
2025-04-15,0.011887950157305196,5826814.597925503,68455.09080845203,-0.08736972737749849
2025-04-16,-0.029404097455710234,5655565.0664383145,-171334.72946335064,-0.11420479685472196
2025-04-17,0.013440717329431487,5735500.910002733,76066.85339936364,-0.10229907391747994
2025-04-18,0.00024876289981184117,5736927.689840979,1426.7798382457338,-0.1020757592319439
2025-04-19,0.0,5736927.689840979,0.0,-0.1020757592319439
2025-04-21,-0.0252907040241706,5591836.749629142,-145090.94021183698,-0.12478489544133686
2025-04-22,0.02477926997102723,5110692.456968932,138649.94000585345,-0.10309770408275698
2025-04-23,0.021448843761392566,5214071.531779335,109487.42693176348,-0.0838601868683937
2025-04-24,0.023547243339633917,6165331.374220479,122732.16949649516,-0.062287619755456936
2025-04-25,0.029709889104829683,6724538.766924471,183208.79992462468,-0.03442828892616567
2025-04-26,0.0,6724538.766924471,0.0,-0.03442828892616567
2025-04-28,-0.006449863144521226,5019267.406973439,-43351.38851202144,-0.04065609431881312
2025-04-29,0.00530191046616023,4574669.094463258,26611.78766180294,-0.03556973882463499
2025-04-30,0.006023387018754283,4307208.359737952,27554.369356126685,-0.029760602108977463
2025-05-01,9.286373405972652e-07,3631146.560029041,4.000000000021828,-0.02975970110844328
2025-05-02,0.03439765265419378,3755950.9706569375,124899.6423602968,0.0036142876839295734
2025-05-03,0.0,3755950.9706569375,0.0,0.0036142876839295734
2025-05-05,0.0005704031111193081,3758433.4726000316,2142.6000000001186,0.0041867523959882025
2025-05-06,-0.006241017243003918,3734977.024490852,-23456.448109179888,-0.0020803944409113484
2025-05-07,-0.0023397724573000264,3726176.3674023394,-8738.851760147078,-0.004415299248598181
2025-05-08,0.0064194314141703054,2389750.50866761,23917.638697395305,0.0019757884548727844
2025-05-09,-0.007160844845417243,2018933.9834296273,-17106.762417457867,-0.005199204705117144
2025-05-10,0.0,2018933.9834296273,0.0,-0.005199204705117144
2025-05-12,0.03561212210710731,2090717.661500523,71894.5742942376,0.0302277626891716
2025-05-13,0.010254483713589915,5768212.63203657,21431.542153353254,0.040792216502955725
2025-05-14,0.01847500166357647,5873852.697453776,106550.91011542364,0.06002085443428529
2025-05-15,-0.011000649368933725,5808196.824238573,-64604.6296071207,0.04835993669089622
2025-05-16,-0.008620884306092489,5757807.196130761,-50069.029000965806,0.03932214696554159
2025-05-17,0.0,5757807.196130761,0.0,0.03932214696554159
2025-05-19,-0.007490511257678508,5144173.638934852,-43119.33761347654,0.0315370927233416
2025-05-20,0.000885517999483571,6376107.619623289,4554.30365446931,0.032450537386083056
2025-05-21,-0.014591642318314967,6281349.187897312,-93012.40436185036,0.01738538843319315
2025-05-22,-0.005743819104480817,6795104.972688503,-36078.89118282263,0.01154171080249089
2025-05-23,-0.005904203096751411,7235160.610769243,-40120.13408993632,0.005569363101077585
2025-05-24,0.0,7235160.610769243,0.0,0.005569363101077585
2025-05-26,-0.007223477384893191,7606924.165723941,-52256.663969255154,-0.0016943444522244944
2025-05-27,0.008394579695144769,7668490.374392137,63837.861572745314,0.006686011933385139
2025-05-28,-0.00875397437746272,7600828.443409021,-67125.06857145234,-0.002126491621229798
2025-05-29,0.008653924237960322,7668002.548529103,65788.98026058971,0.006509030119347781
2025-05-30,-0.017711425756765663,7529830.709503654,-135768.6947291769,-0.011317679841125305
2025-05-31,0.0,7529830.709503654,0.0,-0.011317679841125305
2025-06-02,0.010068419154886135,7605285.35230731,75809.91472202833,-0.0013632118307405072
2025-06-03,0.005935082803594347,7649532.541001046,45132.74247588302,0.004563780197759604
2025-06-04,0.0021503764661431504,7665781.346403052,16448.944379018743,0.00672397050943685
2025-06-05,-0.003991763400981898,7840239.290664983,-30602.041118294263,0.002705366609065951
2025-06-06,0.006291517326107183,7888680.3895911155,49321.462515270694,0.009013904796067562
2025-06-07,0.0,7888680.3895911155,0.0,0.009013904796067562
2025-06-09,0.007906444250216922,7950802.887662297,62369.45912428332,0.016991616982031443
2025-06-10,-0.004276314637979992,7534447.991955323,-33999.18439813414,0.012642640843628206
2025-06-11,0.001344526003498043,7544495.349056776,10130.14993007656,0.014004165206493502
2025-06-12,-0.0053159691601332125,7504142.346500846,-40104.98615682542,0.008613750336009085
2025-06-13,-0.0014673244875796872,7493028.59807757,-11010.860853854309,0.007133786681631449
2025-06-14,0.0,7493028.59807757,0.0,0.007133786681631449
2025-06-16,0.015365842233839267,7608086.051232902,115135.49609618908,0.022609245556150404
2025-06-17,-0.00813311475016011,6266808.882565143,-61876.45510652426,0.01429224721746758
2025-06-18,-0.005590171286711604,6231776.347490517,-35032.53507462489,0.00862217982073843
2025-06-19,-0.011325235752472282,5536843.782405119,-70576.0358420758,-0.002800704150903832
2025-06-20,0.008030586962822522,5581362.483009332,44464.540432139256,0.005207391513677662
2025-06-21,0.0,5581362.483009332,0.0,0.005207391513677662
2025-06-23,-0.004999978184147649,5553418.470017477,-27906.50310424708,0.00018137648556537656
2025-06-24,0.010042955731938783,5609179.38038026,55772.61827328977,0.010226153773519542
2025-06-25,-0.0013897916855197374,6630780.814355976,-7795.517138540897,0.008822149864510465
2025-06-26,-0.004175817603223788,6603435.695698624,-27690.372966728937,0.00460949257258414
2025-06-27,0.002497656703050833,6619793.147286275,16492.777431027007,0.00711866220565649
2025-06-28,0.0,6619793.147286275,0.0,0.00711866220565649
2025-06-30,0.004977481666851776,7142125.399262283,32949.40054132064,0.01213157688312938
2025-07-01,-0.009081651197816565,7327432.991257975,-64861.200000000106,0.0029397509355806317
2025-07-02,-0.011527782302932358,7698161.303748183,-84476.47379064167,-0.008621920176161924
2025-07-03,0.001939634084686906,7712482.925310893,14930.435178527307,-0.006699009461724192
2025-07-04,-6.856099649896457e-05,7794524.651386149,-528.817352480597,-0.0067671111674589834
2025-07-05,0.0,7794524.651386149,0.0,-0.0067671111674589834
2025-07-07,0.017002338821888775,7926407.045050729,132514.40343419014,0.01012017093751516
2025-07-08,0.0030281909701177713,9224958.809518423,24002.674239300493,0.013179007717881941
2025-07-09,-0.012049037164322275,9201359.287457671,-111152.63970810607,0.0009711761997779345
2025-07-10,-0.0014232571842964523,9724324.929638669,-13095.808724750794,-0.00045346321802208767
