Date,Country,MV_USD,PnL_USD,Country_Ret_USD
2025-06-10,JP,0.0,0.0,
2025-06-11,US,5141742.4,14723.79999999984,0.002871805458244258
2025-06-11,HK,2402752.9490567753,-4593.650069923275,-0.00190817976588402
2025-06-11,JP,0.0,0.0,
2025-06-12,US,5128865.2,-12877.199999999975,-0.0025044428519017154
2025-06-12,HK,2375277.146500846,-27227.786156825445,-0.011333082312012502
2025-06-12,JP,0.0,0.0,
2025-06-13,US,5135850.4,6985.199999999881,0.0013619386994222198
2025-06-13,HK,2357178.1980775706,-17996.06085385419,-0.00757673285915051
2025-06-13,JP,0.0,0.0,
2025-06-14,US,5135850.4,0.0,0.0
2025-06-14,HK,2357178.1980775706,0.0,0.0
2025-06-14,JP,0.0,0.0,
2025-06-16,US,5239596.2,103745.8000000002,0.020200315803591204
2025-06-16,HK,2368489.851232902,11389.696096188862,0.004832079821202274
2025-06-16,JP,0.0,0.0,
2025-06-17,US,3909841.6,-50474.59999999996,-0.009633299604271024
2025-06-17,HK,2356967.282565143,-11401.855106524301,-0.004814222126595274
2025-06-17,JP,0.0,0.0,
2025-06-18,US,3921066.2,11224.59999999989,0.002870857990768703
2025-06-18,HK,2310710.147490518,-46257.13507462478,-0.019625700966150895
2025-06-18,JP,0.0,0.0,
2025-06-19,US,3296736.2,0.0,0.0
2025-06-19,HK,2240107.5824051197,-70576.0358420758,-0.03054335750889701
2025-06-19,JP,0.0,0.0,
2025-06-20,US,3311205.2,14469.000000000036,0.004388886195989852
2025-06-20,HK,2270157.2830093317,29995.540432139216,0.013389899426472155
2025-06-20,JP,0.0,0.0,
2025-06-21,US,3311205.2,0.0,0.0
2025-06-21,HK,2270157.2830093317,0.0,0.0
2025-06-21,JP,0.0,0.0,
2025-06-23,US,3258953.6,-52251.600000000064,-0.01578023615087342
2025-06-23,HK,2294464.8700174773,24345.096895752984,0.01072414644548695
2025-06-23,JP,0.0,0.0,
2025-06-24,US,3298840.2,39886.59999999996,0.012239081894262004
2025-06-24,HK,2310339.18038026,15886.018273289812,0.0069236620453397525
2025-06-24,JP,0.0,0.0,
2025-06-25,US,4274704.0,-53586.19999999989,-0.016243951434810295
2025-06-25,HK,2356076.814355976,45790.68286145899,0.01982035135701444
2025-06-25,JP,0.0,0.0,
2025-06-26,US,4295059.8,20355.79999999983,0.00476192035752647
2025-06-26,HK,2308375.8956986237,-48046.172966728765,-0.020389459768530138
2025-06-26,JP,0.0,0.0,
2025-06-27,US,4307584.0,12524.200000000055,0.002915954744099269
2025-06-27,HK,2312209.1472862754,3968.5774310269535,0.001719308413020323
2025-06-27,JP,0.0,0.0,
2025-06-28,US,4307584.0,0.0,0.0
2025-06-28,HK,2312209.1472862754,0.0,0.0
2025-06-28,JP,0.0,0.0,
2025-06-30,US,4780650.2,-16416.79999999998,-0.0038111386800582367
2025-06-30,HK,2361475.1992622833,49366.20054132062,0.021351156268424
2025-06-30,JP,0.0,0.0,
2025-07-01,US,4966078.0,-64861.2000000001,-0.013567443190049773
2025-07-01,HK,2361354.991257975,0.0,0.0
2025-07-01,JP,0.0,0.0,
2025-07-02,US,5355378.2,-65260.79999999989,-0.013141315943889698
2025-07-02,HK,2342783.1037481837,-19215.673790641787,-0.008135344511339793
2025-07-02,JP,0.0,0.0,
2025-07-03,US,5432061.8,76683.59999999983,0.014318988713066022
2025-07-03,HK,2280421.125310893,-61753.16482147252,-0.026365742755199737
2025-07-03,JP,0.0,0.0,
