Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,YTD
2025,2.1050749104520428,2.656844002161507,-6.558140010746937,-0.9391171174366386,1.9008630558542183,2.371768589984158,-1.7160038097689734,0.6836629029493446,15.396914496213942,-1.3207493072720289,-2.7580792248175556,10.905314110717402
