Date,Equity_PnL_USD,Prev_MV_USD,Daily_Hedge_PnL_USD,Ret_Equity,Ret_Total,Equity_Cum_Return,Total_Cum_Return,Hedge_Cum_PnL_USD
2025-02-03,-60419.600000000115,8511178.8,17742.693117831477,-0.007098852158998247,-0.005014218110676824,0.01380246078979308,0.009918523158923831,-29575.18255997952
2025-02-04,120770.40000000031,8450759.2,-27025.905678609848,0.014291071031819286,0.011093026330863915,0.028290783769173267,0.021121575928352954,-56601.088238589364
2025-02-05,28913.800000000072,8238259.6,-9024.350203805463,0.003509697606518745,0.0024142781075015664,0.031899773471773196,0.02358684739421424,-65625.43844239482
2025-02-06,30462.599999999802,8198548.4,-10440.105442290456,0.0037156089729249876,0.0024421999579473538,0.03573390952924416,0.02608665114987585,-76065.54388468528
2025-02-07,-9056.399999999707,8401651.0,28347.60760525586,-0.0010779309923727737,0.0022961210368362306,0.034617459848311105,0.02844267029519787,-47717.936279429414
2025-02-08,0.0,8392594.6,0.0,0.0,0.0,0.034617459848311105,0.02844267029519787,-47717.936279429414
2025-02-10,211195.79999999993,8392594.6,-25527.96468037685,0.025164542083326642,0.022122817098734055,0.06065313445680842,0.051194719386672194,-73245.90095980625
2025-02-11,90517.39999999994,8603790.4,5675.84535043986,0.010520642157902863,0.01118033342030738,0.07181188653808657,0.0629474268390815,-67570.05560936639
2025-02-12,73969.39999999972,9725847.8,-1808.007582285025,0.007605444946403511,0.007419547776360914,0.07996349283405291,0.07083401605627415,-69378.06319165141
2025-02-13,157480.2000000004,9799817.2,-30817.761032474828,0.0160697079125109,0.01292497976059447,0.09731819072007131,0.08467452404075737,-100195.82422412623
2025-02-14,-31479.200000000317,9957297.4,-8222.874237389316,-0.003161420085735344,-0.003987233949383658,0.09384910695148596,0.0803496729544706,-108418.69846151555
2025-02-15,0.0,8755217.2,0.0,0.0,0.0,0.09384910695148596,0.0803496729544706,-108418.69846151555
2025-02-17,0.0,8755217.2,540.8795289718461,0.0,6.17779681093287e-05,0.09384910695148596,0.08041641476211336,-107877.81893254371
2025-02-18,76857.40000000021,8755217.2,-3435.2530481793588,0.008778468682650182,0.008386102283312954,0.10345142708040456,0.08947689732487873,-111313.07198072308
2025-02-19,25286.583996011992,9090306.738752346,-2046.0905574107612,0.0027817085520573533,0.0025566236769025696,0.10652090735189401,0.09226227975601797,-113359.16253813384
2025-02-20,162324.64555561633,9115470.2775607,11138.747911466597,0.017807599675378944,0.019029560536672797,0.1262253887024538,0.11304755093055929,-102220.41462666725
2025-02-21,-101967.28076161802,9437855.90170347,46584.37960091353,-0.010804072643577193,-0.005868165580988394,0.11405756778987164,0.10651600360218527,-55636.035025753714
2025-02-22,0.0,10085063.60791803,0.0,0.0,0.0,0.11405756778987164,0.10651600360218527,-55636.035025753714
2025-02-24,-365333.2180713195,10085880.332060095,56079.23210048526,-0.036222243973094835,-0.030662071707097827,0.07370390276931427,0.07258793055468371,443.19707473154267
2025-02-25,-46214.03217567742,9134314.331182936,48843.93294895263,-0.0050593871088835726,0.00028791441567728736,0.06827161908488533,0.07289674408197189,49287.13002368417
2025-02-26,83159.44325174007,8839784.466530696,-18934.733123469745,0.009407406206180639,0.007265415844858971,0.07832128414415118,0.08069178508632269,30352.396900214426
2025-02-27,-162316.88465293706,6277077.67553263,61934.57165841657,-0.025858670713225475,-0.01599188638142872,0.05043732913440513,0.06340948484587883,92286.968558631
2025-02-28,-13148.743887263876,6114573.451833973,-49921.60534898095,-0.0021503942982842262,-0.010314758622668575,0.04817847469112957,0.05244067269263719,42365.363209650044
2025-03-01,0.0,6682672.019073167,0.0,0.0,0.0,0.04817847469112957,0.05244067269263719,42365.363209650044
2025-03-03,-108425.50272615878,6682560.887469072,64421.062374599474,-0.01622514250928486,-0.006584966615728867,0.031171629564101133,0.0455103859979209,106786.42558424952
2025-03-04,691.6173002079286,6201061.4787809225,10263.472490955855,0.0001115320824627423,0.0017666475052134888,0.03128663828332301,0.047357434313018754,117049.89807520538
2025-03-05,204654.34572622506,6202315.3509601075,-35191.679704836606,0.03299644312579897,0.02732248465811335,0.06531542918983502,0.07597384174359711,81858.21837036876
2025-03-06,-111713.01787636138,6407218.031431953,50438.09520406466,-0.01743549498835996,-0.009563420874972526,0.04674112736317304,0.06568385104454211,132296.3135744334
2025-03-07,-17847.90572862256,6748138.346029228,-14902.802627030764,-0.0026448636369651064,-0.004853295335138566,0.043972639818094184,0.06051177258153517,117393.51094740265
2025-03-08,0.0,6730290.440300605,0.0,0.0,0.0,0.043972639818094184,0.06051177258153517,117393.51094740265
2025-03-10,-257287.80718387512,6730504.855771195,10321.054235897042,-0.038227118573914844,-0.036693644569056647,0.004064573927845094,0.02159773053712799,127714.5651832997
2025-03-11,47940.995494236384,7932689.393078098,-9082.6384727199,0.006043473167633251,0.0048985098364526265,0.010132611238949263,0.026602037069061835,118631.92671057979
2025-03-12,21338.94742047927,7975806.251357395,3202.1343175547645,0.002675459602199792,0.0030769405580604987,0.01283518023318364,0.02976083051390699,121834.06102813456
2025-03-13,-129779.671712949,8616485.047208061,-11490.14460742019,-0.015061788072736294,-0.016395295244682615,-0.00241992860410023,0.012877597666221874,110343.91642071436
2025-03-14,187294.46997563532,9172441.12846401,16746.11818299417,0.020419261061749558,0.022244960234789484,0.017949919303731354,0.035409019549015985,127090.03460370854
2025-03-15,0.0,9359735.598439645,0.0,0.0,0.0,0.017949919303731354,0.035409019549015985,127090.03460370854
2025-03-17,87679.08428848643,9353537.177915407,5756.736288540327,0.009373895951951214,0.009989356838997512,0.02749207593158154,0.045752089719607536,132846.77089224887
2025-03-18,-27410.557298892985,10439816.37021481,-8209.727679341362,-0.00262557848978037,-0.0034119647046532697,0.024794314838595843,0.04218402049966685,124637.0432129075
2025-03-19,32433.00008888111,10411851.97292309,18176.418668146736,0.003115007798154055,0.004860750891257574,0.027986557120821987,0.04724981740616485,142813.46188105425
2025-03-20,-55960.115037065436,10687698.524363458,-5141.7024675812445,-0.005235936896002437,-0.005717022927373955,0.022604084377798594,0.04126266618936558,137671.759413473
2025-03-21,-93162.78961193401,10630269.938174091,911.9885449671582,-0.008763915700520406,-0.008678124036689544,0.013642068387303752,0.03222645961740023,138583.74795844016
2025-03-22,0.0,10820517.748856973,0.0,0.0,0.0,0.013642068387303752,0.03222645961740023,138583.74795844016
2025-03-24,205760.55795083428,10810499.023429044,29298.83609937032,0.019033400540058316,0.021743621042911374,0.03293512387917241,0.054670800585786994,167882.58405781048
2025-03-25,-62339.161406622676,11006175.44855991,4576.965982122074,-0.005664016687538755,-0.005248162333452392,0.02708456210037591,0.049135717015960534,172459.55003993257
2025-03-26,-145645.70524985742,11214386.719921922,36330.65901672987,-0.012987398141988762,-0.009747750720860518,0.013745405966888002,0.038909003574137735,208790.20905666245
2025-03-27,-41651.62419817147,11397119.435901891,743.7380328947198,-0.0036545746872639878,-0.003589318019815906,0.010040597666911344,0.035180028766660154,209533.9470895572
2025-03-28,-217403.7621081836,11352056.867187759,71037.79282942446,-0.01915104589870161,-0.012893343558013583,-0.0093027361785597,0.021833097011377145,280571.7399189817
2025-03-29,0.0,11134653.105079576,0.0,0.0,0.0,-0.0093027361785597,0.021833097011377145,280571.7399189817
2025-03-31,-126666.51018384405,11144794.153473726,-29643.161532047558,-0.011365531605118369,-0.014025352964206286,-0.02056253724162649,0.007501527155284515,250928.57838693412
2025-04-01,56051.93426445681,11015202.2642442,20882.80919028692,0.005088597823246849,0.006984414957542547,-0.015578573900627779,0.01453833589129494,271811.38757722103
2025-04-02,68321.61145866115,10867303.439095078,-199182.92334907324,0.006286896454264307,-0.01204174638389493,-0.009389618327381721,0.0023215225537531747,72628.46422814779
2025-04-03,-488232.1443331903,10949870.413915796,610891.3843667671,-0.04458793811045596,0.011201889647725295,-0.05355889271697556,0.013549417640940309,683519.8485949149
2025-04-04,-442750.37550346204,9769734.599894993,691919.5341745617,-0.045318567354759136,0.025504189097805975,-0.09645024778469413,0.039399173648426045,1375439.3827694766
2025-04-05,0.0,9326984.224391531,0.0,0.0,0.0,-0.09645024778469413,0.039399173648426045,1375439.3827694766
2025-04-07,-497102.41884586465,9335211.94679918,-91103.71898954453,-0.05325025523564134,-0.0630094036629871,-0.1445645027082596,-0.026092748450962877,1284335.663779932
2025-04-08,-99416.0409311306,8820474.46677792,-128748.89981738655,-0.011271053649730346,-0.02586764936601702,-0.15420616209211857,-0.05128543974905475,1155586.7639625454
2025-04-09,432618.40423522133,6856703.492185219,-167979.7105097041,0.06309422665400201,0.038595615812632635,-0.10084145398060052,-0.014669217065758633,987607.0534528414
2025-04-10,-88157.6002011056,4244645.003088805,0.0,-0.020769133846753683,-0.020769133846753683,-0.11951619817232984,-0.03513368397984651,987607.0534528414
2025-04-11,60413.993325711825,3714782.5755971717,0.0,0.016263130370692002,0.016263130370692002,-0.10519677531392391,-0.019441937292121514,987607.0534528414
2025-04-12,0.0,4210124.568922884,0.0,0.0,0.0,-0.10519677531392391,-0.019441937292121514,987607.0534528414
2025-04-14,33432.77972544907,4210400.279821714,0.0,0.00794052287277179,0.00794052287277179,-0.09809156984167411,-0.011655793567108774,987607.0534528414
2025-04-15,68455.09080845203,5758359.507117052,0.0,0.011887950157305198,0.011887950157305198,-0.08736972737749849,9.35930972267851e-05,987607.0534528414
2025-04-16,-171334.72946335064,5826899.795901665,0.0,-0.029404097455710234,-0.029404097455710234,-0.11420479685472196,-0.02931325637903548,987607.0534528414
2025-04-17,76066.85339936364,5659434.056603369,0.0,0.013440717329431485,0.013440717329431485,-0.10229907391747994,-0.01626653024259972,987607.0534528414
2025-04-18,1426.7798382457338,5735500.910002733,0.0,0.0002487628998118412,0.0002487628998118412,-0.1020757592319439,-0.01602181385202095,987607.0534528414
2025-04-19,0.0,5736927.689840979,0.0,0.0,0.0,-0.1020757592319439,-0.01602181385202095,987607.0534528414
2025-04-21,-145090.94021183698,5736927.689840979,0.0,-0.025290704024170597,-0.025290704024170597,-0.12478489544133686,-0.04090731492412969,987607.0534528414
2025-04-22,138649.94000585345,5595400.516963079,0.0,0.02477926997102723,0.02477926997102723,-0.10309770408275698,-0.017141698353397294,987607.0534528414
2025-04-23,109487.42693176348,5104584.104847571,0.0,0.021448843761392566,0.021448843761392566,-0.0838601868683937,0.003939475798208525,987607.0534528414
2025-04-24,122732.16949649516,5212167.204723984,0.0,0.023547243339633917,0.023547243339633917,-0.062287619755456936,0.027579482933093535,987607.0534528414
2025-04-25,183208.79992462468,6166593.193201856,-4925.481945790765,0.02970988910482968,0.0289111527861731,-0.03442828892616567,0.05728799036410903,982681.5715070505
2025-04-26,0.0,6724538.766924471,0.0,0.0,0.0,-0.03442828892616567,0.05728799036410903,982681.5715070505
2025-04-28,-43351.38851202144,6721288.1173836775,-678.7993334608933,-0.006449863144521227,-0.006550855591445986,-0.04065609431881312,0.050361849420663685,982002.7721735897
2025-04-29,26611.78766180294,5019282.734337802,-8267.899796382286,0.005301910466160232,0.003654683116359808,-0.03556973882463499,0.054200589137809674,973734.8723772074
2025-04-30,27554.369356126685,4574563.990381826,-1319.0446595177798,0.0060233870187542836,0.0057350437663063756,-0.029760602108977463,0.06024647565498098,972415.8277176896
2025-05-01,4.000000000021828,4307386.560029041,-17155.912203687447,9.286373405954211e-07,-0.003981976533717881,-0.02975970110844328,0.05602459906896584,955259.9155140021
2025-05-02,124899.6423602968,3631051.328296641,-25552.040013817226,0.034397652654193776,0.027360561271130374,0.0036142876839295734,0.08491802481561317,929707.8755001848
2025-05-03,0.0,3755950.9706569375,0.0,0.0,0.0,0.0036142876839295734,0.08491802481561317,929707.8755001848
2025-05-05,2142.6000000001186,3756290.872600032,11403.775624839165,0.000570403111119308,0.0036063169984125176,0.0041867523959882025,0.08883058313038972,941111.651125024
2025-05-06,-23456.448109179888,3758433.4726000316,14867.326900757707,-0.006241017243003917,-0.0022852928676373105,-0.0020803944409113484,0.08634228636469632,955978.9780257817
2025-05-07,-8738.851760147078,3734915.2191624865,-7007.748105595787,-0.0023397724573000264,-0.00421605282630053,-0.004415299248598181,0.0817622098979387,948971.2299201859
2025-05-08,23917.638697395305,3725818.8699702146,-14010.82484860133,0.0064194314141703054,0.0026589628198627844,0.0019757884548727844,0.08463857539399,934960.4050715845
2025-05-09,-17106.762417457867,2388930.745847085,821.4766677747499,-0.007160844845417242,-0.006816976916552915,-0.005199204705117144,0.0772446192627263,935781.8817393592
2025-05-10,0.0,2018933.9834296273,0.0,0.0,0.0,-0.005199204705117144,0.0772446192627263,935781.8817393592
2025-05-12,71894.5742942376,2018823.0872062854,-46489.67936308587,0.03561212210710731,0.012584012483385984,0.0302277626891716,0.09080067899918887,889292.2023762733
2025-05-13,21431.542153353254,2089967.9351921703,26007.948446041668,0.010254483713589915,0.022698669104238154,0.040792216502955725,0.11556040267046974,915300.150822315
2025-05-14,106550.91011542364,5767301.787338354,3398.1158192090397,0.018475001663576473,0.019064205409888017,0.06002085443428529,0.13682767533411688,918698.266641524
2025-05-15,-64604.6296071207,5872801.453845695,0.0,-0.011000649368933725,-0.011000649368933725,0.04835993669089622,0.1243218326848663,918698.266641524
2025-05-16,-50069.029000965806,5807876.225131727,-15944.391410707152,-0.008620884306092492,-0.011366189266572346,0.03932214696554159,0.11154257793803057,902753.8752308169
2025-05-17,0.0,5757807.196130761,0.0,0.0,0.0,0.03932214696554159,0.11154257793803057,902753.8752308169
2025-05-19,-43119.33761347654,5756527.976548328,-2452.766901521031,-0.00749051125767851,-0.007916595680704581,0.0315370927233416,0.10274294476660706,900301.1083292959
2025-05-20,4554.30365446931,5143095.5182450935,9586.007368789913,0.00088551799948357,0.002749377485426155,0.032450537386083056,0.1057748013911608,909887.1156980857
2025-05-21,-93012.40436185036,6374361.592259163,34891.11865290987,-0.014591642318314965,-0.009117977520999321,0.01738538843319315,0.09569237160878874,944778.2343509956
2025-05-22,-36078.89118282263,6281341.826151364,-2708.929614139422,-0.005743819104480817,-0.006175085176144236,0.01154171080249089,0.08892637788725288,942069.3047368563
2025-05-23,-40120.13408993632,6795181.912358515,24190.61623266372,-0.005904203096751411,-0.0023442371466614177,0.005569363101077585,0.08637367622223002,966259.92096952
2025-05-24,0.0,7235160.610769243,0.0,0.0,0.0,0.005569363101077585,0.08637367622223002,966259.92096952
2025-05-26,-52256.663969255154,7234280.829693196,-52.542994604229676,-0.007223477384893191,-0.0072307404419739395,-0.0016943444522244944,0.0785183901464741,966207.3779749158
2025-05-27,63837.861572745314,7604652.512819392,-58543.80632211983,0.008394579695144769,0.0006961600469845445,0.006686011933385139,0.07926921155963229,907663.571652796
2025-05-28,-67125.06857145234,7667953.511980473,9619.089707825055,-0.00875397437746272,-0.007499521061751284,-0.002126491621229798,0.071175209376241,917282.6613606211
2025-05-29,65788.98026058971,7602213.568268513,-3456.0200090095286,0.008653924237960322,0.008199317171482357,0.006509030119347781,0.07995811466414571,913826.6413516116
2025-05-30,-135768.6947291769,7665599.404232832,3819.6392827299296,-0.017711425756765663,-0.017213142572202068,-0.011317679841125305,0.06136864166442524,917646.2806343415
2025-05-31,0.0,7529830.709503654,0.0,0.0,0.0,-0.011317679841125305,0.06136864166442524,917646.2806343415
2025-06-02,75809.91472202833,7529475.437585281,-18842.171928889198,0.010068419154886139,0.007565964357725405,-0.0013632118307405072,0.06939891897766581,898804.1087054523
2025-06-03,45132.74247588302,7604399.798525164,-20574.467218291164,0.005935082803594347,0.0032294823928582517,0.004563780197759604,0.07285252395744579,878229.6414871612
2025-06-04,16448.944379018743,7649332.4020240335,-7290.445238210422,0.0021503764661431513,0.0011972939152683389,0.00672397050943685,0.07413704375636021,870939.1962489508
2025-06-05,-30602.041118294263,7666296.331783277,22423.911546218318,-0.003991763400981898,-0.0010667640824384371,0.002705366609065951,0.07299119293846434,893363.1077951691
2025-06-06,49321.462515270694,7839358.927075845,-25223.43565640761,0.006291517326107183,0.0030739792734368237,0.009013904796067562,0.07628954562613743,868139.6721387615
2025-06-07,0.0,7888680.3895911155,0.0,0.0,0.0,0.009013904796067562,0.07628954562613743,868139.6721387615
2025-06-09,62369.45912428332,7888433.428538013,-3295.7292160103693,0.00790644425021692,0.0074886516370362855,0.016991616982031443,0.08434950309391565,864843.9429227511
2025-06-10,-33999.18439813414,7950580.64628153,-16979.142013169727,-0.004276314637979992,-0.006411899794406377,0.012642640843628206,0.07739676273796303,847864.8009095814
2025-06-11,10130.14993007656,7534365.199126699,8921.902921397792,0.0013445260034980434,0.002528687201634805,0.014004165206493502,0.08012116214298137,856786.7038309792
2025-06-12,-40104.98615682542,7544247.3326576715,-5814.354165795176,-0.005315969160133211,-0.006086669524187542,0.008613750336009085,0.07354682158293557,850972.349665184
2025-06-13,-11010.860853854309,7504039.458931425,47113.648167213505,-0.0014673244875796874,0.004811113735601309,0.007133786681631449,0.07871177744206426,898085.9978323976
2025-06-14,0.0,7493028.59807757,0.0,0.0,0.0,0.007133786681631449,0.07871177744206426,898085.9978323976
2025-06-16,115135.49609618908,7492950.555136713,-46675.82395671661,0.015365842233839265,0.009136543960314894,0.022609245556150404,0.08856747501717299,851410.173875681
2025-06-17,-61876.45510652426,7607965.337671667,55273.81341649604,-0.008133114750160108,-0.0008678590657260914,0.01429224721746758,0.08762275186532476,906683.987292177
2025-06-18,-35032.53507462489,6266808.882565143,3504.189061934082,-0.005590171286711603,-0.005031004870821202,0.00862217982073843,0.08215091650307427,910188.1763541112
2025-06-19,-70576.0358420758,6231749.818247195,-406.6219223053073,-0.011325235752472285,-0.011390485792054213,-0.002800704150903832,0.06982469186378748,909781.5544318059
2025-06-20,44464.540432139256,5536897.942577193,15614.20606104945,0.008030586962822524,0.010850614751483858,0.005207391513677662,0.0814329474468265,925395.7604928553
2025-06-21,0.0,5581362.483009332,0.0,0.0,0.0,0.005207391513677662,0.0814329474468265,925395.7604928553
2025-06-23,-27906.50310424708,5581324.973121724,-42874.9686054478,-0.004999978184147648,-0.012681840253087016,0.00018137648556537656,0.06771838756288084,882520.7918874075
2025-06-24,55772.61827328977,5553406.76210697,-56870.84477456867,0.01004295573193878,-0.0001977572593407926,0.010226153773519542,0.06750723850080864,825649.9471128389
2025-06-25,-7795.517138540897,5609126.331494517,-5047.4027184083625,-0.0013897916855197358,-0.0022896471032998363,0.008822149864510465,0.06506302364442362,820602.5443944305
2025-06-26,-27690.372966728937,6631126.068665352,-24852.43382379266,-0.0041758176032237896,-0.00792366277558902,0.00460949257258414,0.05662382341031602,795750.1105706379
2025-06-27,16492.777431027007,6603300.369855248,-9675.736202660035,0.0024976567030508333,0.0010323687923523021,0.00711866220565649,0.05771464887086086,786074.3743679778
2025-06-28,0.0,6619793.147286275,0.0,0.0,0.0,0.00711866220565649,0.05771464887086086,786074.3743679778
2025-06-30,32949.40054132064,6619692.998720963,-16828.80380114496,0.004977481666851775,0.002435248393436139,0.01213157688312938,0.06029044677023765,769245.5705668329
2025-07-01,-64861.200000000106,7142005.191257975,24402.215795328142,-0.009081651197816563,-0.005664933463531356,0.0029397509355806317,0.05428397193726631,793647.786362161
2025-07-02,-84476.47379064167,7328076.777538826,-17918.728090688575,-0.01152778230293236,-0.013972997962464064,-0.008621920176161924,0.039552464145528266,775729.0582714725
2025-07-03,14930.435178527307,7697552.490132365,-27007.436058313342,0.0019396340846869063,-0.0015689403736145698,-0.006699009461724192,0.03792146831403986,748721.6222131591
2025-07-04,-528.817352480597,7713093.1503975615,135.35480311293244,-6.856099649896485e-05,-5.1012290620058704e-05,-0.0067671111674589834,0.03786852156245746,748856.977016272
2025-07-05,0.0,7794524.651386149,0.0,0.0,0.0,-0.0067671111674589834,0.03786852156245746,748856.977016272
2025-07-07,132514.40343419014,7793892.64161654,20728.569235161627,0.017002338821888775,0.019661930144006638,0.01012017093751516,0.05827501993208184,769585.5462514337
2025-07-08,24002.674239300493,7926407.045050729,-1641.034726154779,0.00302819097011777,0.0028211571000644467,0.013179007717881941,0.06126058001838408,767944.5115252789
2025-07-09,-111152.63970810607,9225022.563398998,-18812.61992367733,-0.012049037164322275,-0.014088340569206928,0.0009711761997779345,0.04630917953441105,749131.8916016016
2025-07-10,-13095.808724750794,9201294.656541182,4150.806991988346,-0.0014232571842964523,-0.0009721459932166681,-0.00045346321802208767,0.04529201425786078,753282.69859359
2025-07-11,-80763.13791489688,9724388.078314867,6590.615094604403,-0.008305215429955597,-0.007627474574538554,-0.008754912538262438,0.037319075996140594,759873.3136881944
2025-07-12,0.0,9309887.059269568,0.0,0.0,0.0,-0.008754912538262438,0.037319075996140594,759873.3136881944
2025-07-14,248013.14243518029,9309877.035410747,-9315.862042136696,0.026639787130576003,0.025639144264219853,0.01765164558594745,0.06391504943363291,750557.4516460577
2025-07-15,122868.68354790044,10364559.10770955,-2923.1358466680786,0.011854694663905778,0.011572662807433106,0.02971559511859012,0.07622737955648184,747634.3157993896
2025-07-16,253518.8381841978,10883405.903770827,-2789.542454620165,0.023294071766298812,0.02303776023300815,0.053701864090159646,0.10102124788290268,744844.7733447695
2025-07-17,32326.918591218455,11526798.300356016,-21427.21966494392,0.0028045011068008373,0.0009455963956563625,0.05665697213423848,0.10206236960644177,723417.5536798256
2025-07-18,-100742.19979422825,12390404.980985014,2772.3624382589096,-0.008130662391490245,-0.007906911638991555,0.04806565103020066,0.09334845982930595,726189.9161180846
2025-07-19,0.0,12289662.781190787,0.0,0.0,0.0,0.04806565103020066,0.09334845982930595,726189.9161180846
2025-07-21,-221296.75944897407,12289755.471132198,-14270.643524949943,-0.018006603953088014,-0.01916778600902645,0.02919354793526452,0.07239139051799914,711919.2725931347
2025-07-22,-158729.51442318276,12622025.73306886,14084.505765216894,-0.012575597434199655,-0.011459730134997717,0.016250824194554925,0.060102074583567866,726003.7783583516
2025-07-23,81728.60162244659,12011102.47213801,-3599.6476935030014,0.0068044213103694105,0.006504727947345237,0.023165822959384963,0.0669977501751502,722404.1306648486
2025-07-24,-77205.49652147264,12929434.155466177,0.0,-0.005971297397329061,-0.005971297397329061,0.017056195543711627,0.06062638928657327,722404.1306648486
2025-07-25,-55729.21363286935,13553617.920690386,0.0,-0.004111759233510299,-0.004111759233510299,0.012874305340685899,0.05626534893711965,722404.1306648486
2025-07-26,0.0,13497888.707057517,0.0,0.0,0.0,0.012874305340685899,0.05626534893711965,722404.1306648486
2025-07-28,-49519.60807761964,13498096.637255685,0.0,-0.0036686363572877435,-0.0036686363572877435,0.009158437838750366,0.052390295475065685,722404.1306648486
2025-07-29,-47614.21934659345,13448747.581459364,0.0,-0.003540420329714203,-0.003540420329714203,0.005585592789523419,0.0486643914781717,722404.1306648486
2025-07-30,-30460.436990186186,13894473.641236695,0.0,-0.0021922699467926744,-0.0021922699467926744,0.0033810777155232064,0.04636543604846244,722404.1306648486
2025-07-31,-119075.08330491275,13864191.865148384,0.0,-0.008588678262902728,-0.008588678262902728,-0.005236639536060017,0.037378539972820146,722404.1306648486
2025-08-01,-348016.40456907556,13744777.487356711,0.0,-0.025319900950684898,-0.025319900950684898,-0.03042394929237746,0.011112218092342196,722404.1306648486
2025-08-02,0.0,12166882.518519523,0.0,0.0,0.0,-0.03042394929237746,0.011112218092342196,722404.1306648486
2025-08-04,146376.82188082833,12167137.948239647,0.0,0.01203050565412602,0.01203050565412602,-0.01875945913223409,0.023276409349058058,722404.1306648486
2025-08-05,-112352.33297492155,12313602.642793912,0.0,-0.00912424545717103,-0.00912424545717103,-0.027712538679638854,0.013939784219624718,722404.1306648486
2025-08-06,191299.3186035619,12200942.731476767,0.0,0.015679060447520647,0.015679060447520647,-0.01246798480123057,0.029837407386550163,722404.1306648486
2025-08-07,95091.85257704594,12392470.030331226,0.0,0.0076733574779122805,0.0076733574779122805,-0.004890298627727385,0.037739717957553376,722404.1306648486
2025-08-08,-97608.44095577492,11705208.51821587,0.0,-0.008338889546809421,-0.008338889546809421,-0.013188408514429262,0.029086121071168147,722404.1306648486
2025-08-09,0.0,11607603.477260096,0.0,0.0,0.0,-0.013188408514429262,0.029086121071168147,722404.1306648486
