Country,alpha_ann,beta,r2,t_alpha,t_beta,ann_return,ann_vol,sharpe
US,-0.12107282871864182,1.0602504025393844,0.6369789412101841,-0.6953491680106072,18.965904450851962,0.11965544532925247,0.23162797739836216,0.5165845968747752
HK,-0.2361029030301086,1.2424016499448018,0.3420864133661924,-0.565653322500781,9.538992550084998,-0.0457834820618626,0.42624870174572066,-0.10741025573650852
JP,0.31243474880934374,0.4405194601328599,0.3567258806325603,0.5878811751455443,5.15928939008556,0.40982874924114826,0.26491730043062844,1.5470063622683883
